"","GC=F.Open","GC=F.High","GC=F.Low","GC=F.Close","GC=F.Volume","GC=F.Adjusted"
"2019-11-08",1469.099976,1469.099976,1461.300049,1461.300049,21,1461.300049
"2019-11-11",1461,1461,1449.300049,1455.5,22,1455.5
"2019-11-12",1454.900024,1454.900024,1447.099976,1452.099976,6,1452.099976
"2019-11-13",1456.800049,1463.300049,1456.800049,1461.699951,56,1461.699951
"2019-11-14",1463.800049,1471.800049,1463.699951,1471.800049,83,1471.800049
"2019-11-15",1469.099976,1469.099976,1467.300049,1467.300049,13,1467.300049
"2019-11-18",1472,1472,1469.699951,1470.900024,141,1470.900024
"2019-11-19",1467.699951,1474.300049,1467.699951,1473.300049,18,1473.300049
"2019-11-20",1472.599976,1474.5,1467.300049,1473.300049,31,1473.300049
"2019-11-21",1463.099976,1463.099976,1463.099976,1463.099976,16,1463.099976
"2019-11-22",1468.599976,1468.599976,1463.099976,1463.099976,19,1463.099976
"2019-11-25",1457.099976,1457.099976,1455.5,1456.599976,14,1456.599976
"2019-11-26",1459.800049,1459.800049,1459.800049,1459.800049,346362,1459.800049
"2019-11-27",1461.099976,1461.900024,1452,1453.400024,88364,1453.400024
"2019-11-29",1453.599976,1465.599976,1452.099976,1465.599976,7020,1465.599976
"2019-12-02",1462.800049,1464.400024,1453.300049,1462.300049,2172,1462.300049
"2019-12-03",1461.599976,1480.400024,1459.5,1478.199951,1460,1478.199951
"2019-12-04",1477.5,1483.400024,1471.199951,1474,613,1474
"2019-12-05",1474.699951,1478,1472.300049,1476.900024,907,1476.900024
"2019-12-06",1475,1476,1458.199951,1459.099976,899,1459.099976
"2019-12-09",1458.800049,1464.199951,1458.599976,1459.300049,1461,1459.300049
"2019-12-10",1460.699951,1467.199951,1460.699951,1462.599976,367,1462.599976
"2019-12-11",1463.099976,1475.400024,1463.099976,1469.400024,393,1469.400024
"2019-12-12",1475.099976,1483.900024,1463.699951,1466.699951,955,1466.699951
"2019-12-13",1463.099976,1475.900024,1463.099976,1475.599976,468,1475.599976
"2019-12-16",1473.800049,1475.300049,1473.800049,1475,99,1475
"2019-12-17",1474.099976,1476.900024,1474,1474.599976,410,1474.599976
"2019-12-18",1472.599976,1472.599976,1472.599976,1472.599976,250,1472.599976
"2019-12-19",1475.900024,1478.900024,1473.300049,1478.199951,319,1478.199951
"2019-12-20",1476.699951,1478.099976,1474.699951,1474.699951,118,1474.699951
"2019-12-23",1482.300049,1482.5,1479.900024,1482.5,391,1482.5
"2019-12-24",1488.699951,1499.099976,1488.699951,1499.099976,52,1499.099976
"2019-12-26",1505.199951,1512.300049,1505,1509.300049,126,1509.300049
"2019-12-27",1513.800049,1513.800049,1513.800049,1513.800049,839,1513.800049
"2019-12-30",1512.599976,1515.099976,1510,1514.5,446,1514.5
"2019-12-31",1513.800049,1523.400024,1513.800049,1519.5,301,1519.5
"2020-01-02",1518.099976,1528.699951,1518,1524.5,214,1524.5
"2020-01-03",1530.099976,1552.699951,1530.099976,1549.199951,107,1549.199951
"2020-01-06",1580,1580,1560.400024,1566.199951,416,1566.199951
"2020-01-07",1558.300049,1576.300049,1558.300049,1571.800049,47,1571.800049
"2020-01-08",1579.699951,1604.199951,1552.300049,1557.400024,236,1557.400024
"2020-01-09",1555.699951,1555.699951,1543.300049,1551.699951,54,1551.699951
"2020-01-10",1551.199951,1558.800049,1545.400024,1557.5,16,1557.5
"2020-01-13",1557.400024,1558,1548.400024,1548.400024,48,1548.400024
"2020-01-14",1546.699951,1546.699951,1534.900024,1542.400024,32,1542.400024
"2020-01-15",1548,1553.900024,1545.599976,1552.099976,11,1552.099976
"2020-01-16",1555.699951,1556.099976,1548.5,1549,98,1549
"2020-01-17",1554.099976,1558.800049,1553.599976,1558.800049,108,1558.800049
"2020-01-21",1559.300049,1566.199951,1551,1556.400024,45,1556.400024
"2020-01-22",1549.800049,1557.099976,1549.800049,1555.300049,42,1555.300049
"2020-01-23",1553.099976,1564.599976,1552.199951,1564.599976,15,1564.599976
"2020-01-24",1556.300049,1571.099976,1556.300049,1571.099976,43,1571.099976
"2020-01-27",1584.300049,1584.5,1576.800049,1576.800049,22,1576.800049
"2020-01-28",1576.400024,1576.400024,1569.199951,1569.199951,3,1569.199951
"2020-01-29",1569.800049,1569.800049,1569.800049,1569.800049,251274,1569.800049
"2020-01-30",1576.800049,1585,1571.400024,1583.5,62336,1583.5
"2020-01-31",1573.400024,1589,1570,1582.900024,1095,1582.900024
"2020-02-03",1592.900024,1593.300049,1568.199951,1577.199951,1062,1577.199951
"2020-02-04",1577.699951,1577.699951,1547.800049,1550.400024,978,1550.400024
"2020-02-05",1553.199951,1560.699951,1547.699951,1557.800049,1305,1557.800049
"2020-02-06",1553.599976,1565.599976,1551.599976,1565.099976,110,1565.099976
"2020-02-07",1564.900024,1571.900024,1560.5,1568.599976,431,1568.599976
"2020-02-10",1569.300049,1574.699951,1568.599976,1574.699951,128,1574.699951
"2020-02-11",1570.900024,1571.099976,1561.900024,1565.599976,440,1565.599976
"2020-02-12",1565.199951,1568.699951,1561,1567.400024,36,1567.400024
"2020-02-13",1570.199951,1575.099976,1570.199951,1575.099976,74,1575.099976
"2020-02-14",1575.800049,1582.699951,1574.800049,1582.699951,68,1582.699951
"2020-02-18",1579.800049,1604.300049,1579.800049,1600,310,1600
"2020-02-19",1600.599976,1610.5,1599.699951,1607.5,542,1607.5
"2020-02-20",1606.5,1621,1603,1616.599976,117,1616.599976
"2020-02-21",1619.300049,1645,1619.300049,1644.599976,186,1644.599976
"2020-02-24",1657,1686.599976,1650,1672.400024,435,1672.400024
"2020-02-25",1645.099976,1653.699951,1632.300049,1646.900024,409,1646.900024
"2020-02-26",1644,1648.099976,1636.400024,1640,1990,1640
"2020-02-27",1641.099976,1658,1638.5,1640,707,1640
"2020-02-28",1640.300049,1642.5,1564.099976,1564.099976,289,1564.099976
"2020-03-02",1583.900024,1608.300049,1574.300049,1592.300049,537,1592.300049
"2020-03-03",1594.5,1645.300049,1594,1642.099976,610,1642.099976
"2020-03-04",1645.400024,1645.900024,1631.300049,1641.099976,83,1641.099976
"2020-03-05",1637.300049,1672.900024,1637.199951,1666.400024,154,1666.400024
"2020-03-06",1670.800049,1686.199951,1647.199951,1670.800049,175,1670.800049
"2020-03-09",1696.099976,1701.599976,1657.699951,1674.5,161,1674.5
"2020-03-10",1671.599976,1674.599976,1643,1659.099976,48,1659.099976
"2020-03-11",1656.599976,1666.5,1635,1641.400024,47,1641.400024
"2020-03-12",1637,1647.5,1566.400024,1589.300049,256,1589.300049
"2020-03-13",1574.900024,1589.800049,1513.800049,1515.699951,89,1515.699951
"2020-03-16",1569.099976,1569.099976,1452.099976,1485.900024,193,1485.900024
"2020-03-17",1469.300049,1537.699951,1469.300049,1524.900024,122,1524.900024
"2020-03-18",1537.5,1542,1477.300049,1477.300049,333,1477.300049
"2020-03-19",1481.5,1491.599976,1471,1478.599976,262,1478.599976
"2020-03-20",1483.5,1484,1483.5,1484,14,1484
"2020-03-23",1505.300049,1567,1490.199951,1567,51,1567
"2020-03-24",1592.699951,1685.5,1592.699951,1660.199951,442,1660.199951
"2020-03-25",1676.5,1676.5,1631.099976,1632.300049,476,1632.300049
"2020-03-26",1660.5,1660.5,1650.099976,1650.099976,3,1650.099976
"2020-03-27",1623.900024,1623.900024,1623.900024,1623.900024,100638,1623.900024
"2020-03-30",1641.199951,1652.800049,1607.199951,1622,16389,1622
"2020-03-31",1618.699951,1621,1576,1583.400024,2874,1583.400024
"2020-04-01",1570,1600,1570,1578.199951,2158,1578.199951
"2020-04-02",1590.900024,1631.199951,1586,1625.699951,1294,1625.699951
"2020-04-03",1624.5,1636,1619.800049,1633.699951,643,1633.699951
"2020-04-06",1629.099976,1696.699951,1625.900024,1677,1063,1677
"2020-04-07",1695.699951,1724.400024,1658,1664.800049,1144,1664.800049
"2020-04-08",1669.699951,1677,1662.5,1665.400024,747,1665.400024
"2020-04-09",1662.699951,1736.199951,1662.699951,1736.199951,825,1736.199951
"2020-04-13",1722,1756.800049,1710.699951,1744.800049,696,1744.800049
"2020-04-14",1756.800049,1775,1739.5,1756.699951,675,1756.699951
"2020-04-15",1739.400024,1744.900024,1722.699951,1727.199951,642,1727.199951
"2020-04-16",1731,1750.599976,1715,1720.400024,162,1720.400024
"2020-04-17",1715.699951,1725,1684.900024,1689.199951,223,1689.199951
"2020-04-20",1686,1701.599976,1680,1701.599976,106,1701.599976
"2020-04-21",1697,1707.099976,1659.900024,1678.199951,666,1678.199951
"2020-04-22",1696,1728.699951,1684.800049,1728.699951,453,1728.699951
"2020-04-23",1734,1745.099976,1733.300049,1733.300049,482,1733.300049
"2020-04-24",1744,1744,1714.5,1723.5,221,1723.5
"2020-04-27",1731.900024,1731.900024,1711.900024,1711.900024,169,1711.900024
"2020-04-28",1716.599976,1716.599976,1707.099976,1710.5,1255,1710.5
"2020-04-29",1710,1713.5,1702,1703.400024,373,1703.400024
"2020-04-30",1719.300049,1719.300049,1680.800049,1684.199951,327,1684.199951
"2020-05-01",1686.599976,1701.5,1670.5,1694.5,337,1694.5
"2020-05-04",1702.599976,1709,1699.599976,1706.900024,320,1706.900024
"2020-05-05",1701.5,1704.400024,1697.199951,1704.400024,82,1704.400024
"2020-05-06",1704,1704,1684.199951,1684.199951,469,1684.199951
"2020-05-07",1686.199951,1721.800049,1685.599976,1721.800049,853,1721.800049
"2020-05-08",1726.199951,1728.900024,1703.800049,1709.900024,330,1709.900024
"2020-05-11",1702.300049,1704.5,1690.199951,1695.300049,749,1695.300049
"2020-05-12",1699.300049,1713.099976,1699.300049,1704.400024,324,1704.400024
"2020-05-13",1702,1721.300049,1701.900024,1713.900024,431,1713.900024
"2020-05-14",1724.300049,1743.099976,1720.5,1738.099976,672,1738.099976
"2020-05-15",1739.699951,1753.400024,1739.699951,1753.400024,719,1753.400024
"2020-05-18",1755.699951,1770.5,1731.800049,1731.800049,229,1731.800049
"2020-05-19",1744.199951,1749.5,1744.199951,1744.199951,167,1744.199951
"2020-05-20",1751.599976,1752.099976,1745.599976,1750.599976,16,1750.599976
"2020-05-21",1746.800049,1746.800049,1720.5,1720.5,528,1720.5
"2020-05-22",1726.599976,1734.599976,1726.599976,1734.599976,6,1734.599976
"2020-05-26",1726.400024,1726.400024,1704.800049,1704.800049,39,1704.800049
"2020-05-27",1685.599976,1710.300049,1685.599976,1710.300049,137416,1710.300049
"2020-05-28",1709.300049,1727.800049,1705,1713.300049,23355,1713.300049
"2020-05-29",1718.800049,1738.300049,1715.099976,1736.900024,1526,1736.900024
"2020-06-01",1740.400024,1747,1727.099976,1737.800049,871,1737.800049
"2020-06-02",1743,1745.5,1721.800049,1725.199951,741,1725.199951
"2020-06-03",1726.300049,1726.300049,1684.5,1697.800049,2755,1697.800049
"2020-06-04",1694.5,1718.900024,1694.5,1718.900024,807,1718.900024
"2020-06-05",1711.800049,1711.800049,1668.599976,1676.199951,1502,1676.199951
"2020-06-08",1679.099976,1699.400024,1675.900024,1698.300049,587,1698.300049
"2020-06-09",1694.599976,1720.900024,1692,1714.699951,690,1714.699951
"2020-06-10",1716.099976,1740.800049,1711.900024,1713.300049,718,1713.300049
"2020-06-11",1737.199951,1744.099976,1720,1732,347,1732
"2020-06-12",1724.900024,1743,1724.900024,1729.300049,318,1729.300049
"2020-06-15",1730,1730,1703.300049,1720.300049,188,1720.300049
"2020-06-16",1726.300049,1729.599976,1722.400024,1729.599976,22,1729.599976
"2020-06-17",1714.699951,1729.199951,1714.699951,1729.199951,51,1729.199951
"2020-06-18",1730.5,1734.099976,1717.300049,1724.800049,110,1724.800049
"2020-06-19",1723.699951,1750.699951,1723.5,1745.900024,1329,1745.900024
"2020-06-22",1755.199951,1767.599976,1750.5,1756.699951,1356,1756.699951
"2020-06-23",1755.400024,1776.300049,1754.199951,1772.099976,666,1772.099976
"2020-06-24",1778.300049,1783.099976,1764.5,1765.800049,961,1765.800049
"2020-06-25",1761.699951,1764.800049,1759.800049,1762.099976,207,1762.099976
"2020-06-26",1766,1772.5,1764.699951,1772.5,640,1772.5
"2020-06-29",1779.800049,1780.199951,1774.300049,1774.800049,584,1774.800049
"2020-06-30",1777.300049,1793.199951,1774.400024,1793,986,1793
"2020-07-01",1793.599976,1798,1765.800049,1773.199951,331,1773.199951
"2020-07-02",1773.400024,1784,1768.699951,1784,215,1784
"2020-07-06",1788.199951,1790.099976,1788.199951,1788.5,172,1788.5
"2020-07-07",1789.300049,1804.199951,1783.300049,1804.199951,751,1804.199951
"2020-07-08",1801.5,1817.900024,1801.5,1815.5,209,1815.5
"2020-07-09",1816.099976,1819.800049,1799.199951,1799.199951,396,1799.199951
"2020-07-10",1805.5,1805.5,1797.699951,1798.199951,236,1798.199951
"2020-07-13",1805,1811,1805,1811,164,1811
"2020-07-14",1791,1811.5,1791,1810.599976,339,1810.599976
"2020-07-15",1806.099976,1813.5,1806.099976,1811.400024,167,1811.400024
"2020-07-16",1810.900024,1810.900024,1794.300049,1798.699951,146,1798.699951
"2020-07-17",1798.5,1810.099976,1798.5,1808.300049,24,1808.300049
"2020-07-20",1807,1817.300049,1807,1815.900024,89,1815.900024
"2020-07-21",1822,1842.400024,1822,1842.400024,117,1842.400024
"2020-07-22",1858.099976,1867,1854.699951,1864.099976,213,1864.099976
"2020-07-23",1868.699951,1890.300049,1868.5,1889.099976,133,1889.099976
"2020-07-24",1884.300049,1897.300049,1884.300049,1897.300049,474,1897.300049
"2020-07-27",1901.699951,1938,1901.5,1931,364,1931
"2020-07-28",1931.5,1944.699951,1928.599976,1944.699951,825,1944.699951
"2020-07-29",1953.199951,1953.5,1952.599976,1953.5,209835,1953.5
"2020-07-30",1963.400024,1965.099976,1930,1942.300049,28853,1942.300049
"2020-07-31",1948.599976,1981.099976,1948,1962.800049,2914,1962.800049
"2020-08-03",1984.300049,1984.300049,1955.5,1966,683,1966
"2020-08-04",1971,2016.199951,1968.800049,2001.199951,2010,2001.199951
"2020-08-05",2024,2050.199951,2011,2031.099976,1422,2031.099976
"2020-08-06",2045.5,2063,2040,2051.5,294,2051.5
"2020-08-07",2040.099976,2055,2009.599976,2010.099976,808,2010.099976
"2020-08-10",2026.400024,2043.800049,2017.5,2024.400024,233,2024.400024
"2020-08-11",2012.400024,2016,1904,1932.599976,971,1932.599976
"2020-08-12",1923,1946.599976,1871.599976,1934.900024,404,1934.900024
"2020-08-13",1921.5,1957.400024,1916.900024,1956.699951,71,1956.699951
"2020-08-14",1938.699951,1947.400024,1937,1937,201,1937
"2020-08-17",1949.599976,1985,1949.599976,1985,97,1985
"2020-08-18",2001.099976,2002.800049,1972.099976,1999.400024,92,1999.400024
"2020-08-19",1980,1980,1938.699951,1958.699951,347,1958.699951
"2020-08-20",1941.199951,1948.300049,1922.300049,1933.800049,106,1933.800049
"2020-08-21",1941,1945,1908.900024,1934.599976,184,1934.599976
"2020-08-24",1930.199951,1940,1922.199951,1927.699951,85,1927.699951
"2020-08-25",1927.5,1928.5,1911.800049,1911.800049,176,1911.800049
"2020-08-26",1909.699951,1950.800049,1909.699951,1940.699951,287,1940.699951
"2020-08-27",1948.900024,1972.5,1921.599976,1921.599976,2303,1921.599976
"2020-08-28",1927.099976,1971.300049,1922.5,1964.599976,778,1964.599976
"2020-08-31",1970,1971.300049,1953.300049,1967.599976,158,1967.599976
"2020-09-01",1961.699951,1986.300049,1961.699951,1968.199951,186,1968.199951
"2020-09-02",1967.300049,1967.300049,1934.400024,1934.400024,71,1934.400024
"2020-09-03",1937.099976,1938.800049,1923,1927.599976,179,1927.599976
"2020-09-04",1927.900024,1939.699951,1917.699951,1923.900024,607,1923.900024
"2020-09-08",1930.900024,1937.900024,1903.099976,1933,271,1933
"2020-09-09",1926.900024,1946.199951,1924.599976,1944.699951,219,1944.699951
"2020-09-10",1944.099976,1962.699951,1944.099976,1954.199951,722,1954.199951
"2020-09-11",1944,1949.5,1937.800049,1937.800049,73,1937.800049
"2020-09-14",1946.300049,1953.099976,1943,1953.099976,55,1953.099976
"2020-09-15",1955.800049,1968.5,1955.800049,1956.300049,74,1956.300049
"2020-09-16",1961.300049,1961.400024,1956.699951,1960.199951,124,1960.199951
"2020-09-17",1939,1946,1933.699951,1940,67,1940
"2020-09-18",1950.5,1952.099976,1949,1952.099976,38,1952.099976
"2020-09-21",1946.199951,1946.199951,1883.400024,1901.199951,52,1901.199951
"2020-09-22",1913.099976,1913.099976,1898.599976,1898.599976,331,1898.599976
"2020-09-23",1875.5,1875.5,1859.900024,1859.900024,5,1859.900024
"2020-09-24",1851.5,1868.300049,1851.5,1868.300049,365,1868.300049
"2020-09-25",1856.300049,1857.699951,1856.300049,1857.699951,4,1857.699951
"2020-09-28",1872.800049,1872.800049,1872.800049,1872.800049,10455,1872.800049
"2020-09-29",1876.5,1895.400024,1872.400024,1894.300049,3283,1894.300049
"2020-09-30",1893,1899.699951,1879.800049,1887.5,600,1887.5
"2020-10-01",1884.099976,1909.599976,1882.5,1908.400024,730,1908.400024
"2020-10-02",1893.900024,1913,1893.900024,1900.199951,530,1900.199951
"2020-10-05",1898.900024,1915.599976,1884.699951,1912.5,1360,1912.5
"2020-10-06",1906.599976,1918,1874.400024,1901.099976,968,1901.099976
"2020-10-07",1874.099976,1889.800049,1873.099976,1883.599976,50,1883.599976
"2020-10-08",1893,1893,1882.699951,1888.599976,348,1888.599976
"2020-10-09",1909.300049,1929.099976,1905.099976,1919.5,580,1919.5
"2020-10-12",1924,1926.5,1921.599976,1922.5,96,1922.5
"2020-10-13",1921.900024,1922.199951,1887,1888.5,191,1888.5
"2020-10-14",1889.699951,1910.800049,1882.5,1901.300049,33,1901.300049
"2020-10-15",1897.300049,1906.300049,1889.599976,1903.199951,254,1903.199951
"2020-10-16",1898.5,1900.800049,1898.5,1900.800049,53,1900.800049
"2020-10-19",1907.300049,1907.800049,1899.5,1906.400024,43,1906.400024
"2020-10-20",1901.300049,1910.400024,1896.099976,1910.400024,329,1910.400024
"2020-10-21",1913.599976,1927.300049,1913.599976,1924.599976,1202,1924.599976
"2020-10-22",1924.300049,1924.300049,1898.199951,1901.099976,899,1901.099976
"2020-10-23",1899.900024,1913.300049,1896.199951,1902,287,1902
"2020-10-26",1895.5,1907,1893.5,1902.699951,242,1902.699951
"2020-10-27",1904.599976,1908.800049,1904.400024,1908.800049,176,1908.800049
"2020-10-28",1870.900024,1876.199951,1870.900024,1876.199951,277,1876.199951
"2020-10-29",1876.099976,1879.800049,1858.800049,1865.599976,240,1865.599976
"2020-10-30",1862.800049,1886.599976,1862.800049,1877.400024,725,1877.400024
"2020-11-02",1872.900024,1894.699951,1872.900024,1890.400024,190,1890.400024
"2020-11-03",1891.5,1908.5,1891.5,1908.5,712,1908.5
"2020-11-04",1893.800049,1907,1885.300049,1894.599976,782,1894.599976
"2020-11-05",1901.699951,1948,1901.699951,1945.300049,135,1945.300049
"2020-11-06",1940.800049,1958.800049,1940.800049,1950.300049,304,1950.300049
"2020-11-09",1955.599976,1963.199951,1847.099976,1853.199951,745,1853.199951
"2020-11-10",1879.300049,1885.300049,1871.199951,1875.400024,276,1875.400024
"2020-11-11",1878.800049,1878.800049,1855.5,1860.699951,222,1860.699951
"2020-11-12",1869,1878.5,1866.599976,1872.599976,220,1872.599976
"2020-11-13",1877,1890.099976,1876.800049,1885.699951,240,1885.699951
"2020-11-16",1874.599976,1887.300049,1871,1887.300049,6,1887.300049
"2020-11-17",1888.400024,1888.400024,1884.5,1884.5,59,1884.5
"2020-11-18",1873.5,1873.5,1873.5,1873.5,152,1873.5
"2020-11-19",1865.800049,1865.800049,1856,1861.099976,59,1861.099976
"2020-11-20",1871.199951,1872.599976,1871.199951,1872.599976,1900,1872.599976
"2020-11-23",1834.800049,1837.800049,1829.199951,1837.800049,843,1837.800049
"2020-11-24",1829.300049,1829.300049,1799.300049,1804.800049,1041,1804.800049
"2020-11-25",1801.400024,1805.699951,1801.400024,1805.699951,205754,1805.699951
"2020-11-27",1806.099976,1817,1770.699951,1781.900024,71804,1781.900024
"2020-11-30",1785,1787.199951,1762.300049,1775.699951,3145,1775.699951
"2020-12-01",1775,1815.900024,1774.900024,1814.099976,1859,1814.099976
"2020-12-02",1811.300049,1830,1807.800049,1825.699951,771,1825.699951
"2020-12-03",1829.199951,1842,1825.300049,1836.800049,1765,1836.800049
"2020-12-04",1840.699951,1847.599976,1828.199951,1835.900024,1213,1835.900024
"2020-12-07",1836.5,1866.900024,1820.800049,1861.800049,1427,1861.800049
"2020-12-08",1863,1875.800049,1861.800049,1870.800049,121,1870.800049
"2020-12-09",1867.099976,1867.099976,1827,1834.599976,215,1834.599976
"2020-12-10",1833.199951,1849.099976,1828,1833.599976,177,1833.599976
"2020-12-11",1838.5,1846,1829.099976,1839.800049,109,1839.800049
"2020-12-14",1835.5,1835.699951,1822.699951,1828.699951,258,1828.699951
"2020-12-15",1833.5,1853.599976,1833.199951,1852.300049,961,1852.300049
"2020-12-16",1856.5,1864.699951,1850.5,1856.099976,1090,1856.099976
"2020-12-17",1874.199951,1896.199951,1874.199951,1887.199951,414,1887.199951
"2020-12-18",1882.400024,1889.5,1882.300049,1885.699951,276,1885.699951
"2020-12-21",1884.800049,1908,1869.099976,1879.199951,136,1879.199951
"2020-12-22",1882.199951,1882.199951,1861,1866.599976,233,1866.599976
"2020-12-23",1867,1878.800049,1864.5,1874.699951,82,1874.699951
"2020-12-24",1877.300049,1879.900024,1875.699951,1879.900024,46,1879.900024
"2020-12-28",1895.5,1895.800049,1873.699951,1877.199951,75,1877.199951
"2020-12-29",1881.300049,1881.300049,1879.699951,1879.699951,343,1879.699951
"2020-12-30",1879.900024,1895.800049,1877.300049,1891,444,1891
"2020-12-31",1897,1901.300049,1892.699951,1893.099976,127,1893.099976
"2021-01-04",1912.199951,1945.099976,1912.199951,1944.699951,154,1944.699951
"2021-01-05",1941.699951,1952.699951,1941.300049,1952.699951,113,1952.699951
"2021-01-06",1952,1959.900024,1901.5,1906.900024,331,1906.900024
"2021-01-07",1922.599976,1926.699951,1912,1912.300049,122,1912.300049
"2021-01-08",1908,1908,1834.099976,1834.099976,60,1834.099976
"2021-01-11",1826.5,1849.599976,1826.5,1849.599976,20,1849.599976
"2021-01-12",1849,1859.699951,1839.400024,1842.900024,176,1842.900024
"2021-01-13",1858,1858.599976,1853.599976,1853.599976,189,1853.599976
"2021-01-14",1836.699951,1850.699951,1836.699951,1850.300049,149,1850.300049
"2021-01-15",1829.400024,1829.400024,1825,1829.300049,31,1829.300049
"2021-01-19",1802,1842.900024,1802,1839.5,13,1839.5
"2021-01-20",1847.800049,1866.599976,1844.400024,1865.900024,16,1865.900024
"2021-01-21",1865.300049,1868,1865.300049,1865.300049,6,1865.300049
"2021-01-22",1854.900024,1855.699951,1852.699951,1855.699951,8,1855.699951
"2021-01-25",1864.699951,1864.699951,1851.800049,1854.900024,26,1854.900024
"2021-01-26",1855.800049,1855.800049,1850.699951,1850.699951,59,1850.699951
"2021-01-27",1844.900024,1844.900024,1844.900024,1844.900024,195540,1844.900024
"2021-01-28",1843.400024,1862.900024,1831.5,1837.900024,27283,1837.900024
"2021-01-29",1842,1876,1838.699951,1847.300049,1634,1847.300049
"2021-02-01",1866.599976,1871.900024,1850,1860.800049,1494,1860.800049
"2021-02-02",1859.599976,1861.300049,1827.599976,1830.5,1293,1830.5
"2021-02-03",1834.800049,1842.400024,1829.800049,1832.199951,1195,1832.199951
"2021-02-04",1832.199951,1832.199951,1782.800049,1788.900024,2375,1788.900024
"2021-02-05",1794.300049,1813.5,1790.900024,1810.900024,1278,1810.900024
"2021-02-08",1816.300049,1836.699951,1809,1831.900024,254,1831.900024
"2021-02-09",1841.900024,1843.300049,1830.699951,1835.300049,184,1835.300049
"2021-02-10",1842.599976,1851.099976,1837,1840.599976,543,1840.599976
"2021-02-11",1840.5,1845,1820.900024,1824.900024,602,1824.900024
"2021-02-12",1825,1827.5,1809.199951,1821.599976,259,1821.599976
"2021-02-16",1820.900024,1823.400024,1787.300049,1797.199951,1141,1797.199951
"2021-02-17",1785.800049,1789.699951,1768.800049,1771.099976,614,1771.099976
"2021-02-18",1776.099976,1784.599976,1766,1773.400024,587,1773.400024
"2021-02-19",1764.300049,1787.599976,1764.300049,1775.800049,118,1775.800049
"2021-02-22",1784,1807.800049,1784,1806.699951,165,1806.699951
"2021-02-23",1809.599976,1811.300049,1796.400024,1804.400024,569,1804.400024
"2021-02-24",1805.800049,1805.800049,1796.400024,1796.400024,1500,1796.400024
"2021-02-25",1801.5,1802,1766.699951,1774.400024,1049,1774.400024
"2021-02-26",1768.099976,1768.199951,1718.800049,1728.099976,1593,1728.099976
"2021-03-01",1737.099976,1747,1720.300049,1722.5,407,1722.5
"2021-03-02",1709.400024,1733.099976,1708.699951,1733.099976,867,1733.099976
"2021-03-03",1730,1732.400024,1703.5,1715.300049,501,1715.300049
"2021-03-04",1706.5,1717.400024,1700.199951,1700.199951,521,1700.199951
"2021-03-05",1690.599976,1701,1685,1698,302,1698
"2021-03-08",1704.699951,1705.400024,1673.699951,1677.699951,1290,1677.699951
"2021-03-09",1686.199951,1717.5,1685.199951,1716.599976,335,1716.599976
"2021-03-10",1713.599976,1722.900024,1711,1721.5,412,1721.5
"2021-03-11",1725.599976,1737.5,1720.199951,1722.300049,18,1722.300049
"2021-03-12",1715.900024,1722.5,1699,1719.5,80,1719.5
"2021-03-15",1729.5,1731.900024,1722.800049,1728.900024,147,1728.900024
"2021-03-16",1732.300049,1733.900024,1726,1730.599976,729,1730.599976
"2021-03-17",1735.300049,1750.099976,1725.599976,1726.800049,488,1726.800049
"2021-03-18",1745.800049,1750.300049,1721.800049,1732.199951,138,1732.199951
"2021-03-19",1742.199951,1742.199951,1733.599976,1741.400024,13,1741.400024
"2021-03-22",1737.800049,1737.800049,1737.800049,1737.800049,51,1737.800049
"2021-03-23",1724.699951,1724.699951,1724.699951,1724.699951,6,1724.699951
"2021-03-24",1727.5,1732.900024,1727.5,1732.900024,26,1732.900024
"2021-03-25",1732.699951,1733.199951,1724.5,1724.900024,15,1724.900024
"2021-03-26",1721.300049,1732.199951,1721.300049,1732.199951,33,1732.199951
"2021-03-29",1712.099976,1712.099976,1712.099976,1712.099976,135457,1712.099976
"2021-03-30",1711,1712.599976,1676.5,1683.900024,25316,1683.900024
"2021-03-31",1683.699951,1713.800049,1676.5,1713.800049,762,1713.800049
"2021-04-01",1706.800049,1728.800049,1706.400024,1726.5,720,1726.5
"2021-04-05",1727.900024,1729.699951,1721.900024,1727,275,1727
"2021-04-06",1726.900024,1744.800049,1726.900024,1741.5,890,1741.5
"2021-04-07",1742.699951,1742.699951,1733.699951,1740.099976,557,1740.099976
"2021-04-08",1736,1758,1734.599976,1756.800049,1298,1756.800049
"2021-04-09",1750.800049,1750.800049,1733.300049,1743.300049,484,1743.300049
"2021-04-12",1740.800049,1740.800049,1726.699951,1731.199951,40,1731.199951
"2021-04-13",1733.800049,1746.900024,1722.099976,1746.199951,367,1746.199951
"2021-04-14",1741.300049,1745.900024,1732.699951,1734.900024,1037,1734.900024
"2021-04-15",1740.099976,1767.900024,1740.099976,1765.400024,368,1765.400024
"2021-04-16",1770.400024,1779.5,1770.099976,1779,625,1779
"2021-04-19",1782.099976,1788.5,1769.400024,1769.400024,144,1769.400024
"2021-04-20",1769.300049,1777.300049,1765.5,1777.300049,1464,1777.300049
"2021-04-21",1783,1794.099976,1777.699951,1792.300049,250,1792.300049
"2021-04-22",1794.199951,1794.199951,1779.5,1781.199951,159,1781.199951
"2021-04-23",1786.099976,1794.5,1772,1777,332,1777
"2021-04-26",1778,1779.699951,1770.800049,1779.199951,549,1779.199951
"2021-04-27",1780,1782,1777.699951,1778,117,1778
